,Sample_ID,Year,Country,Continent,Azithromycin mic,Ciprofloxacin mic,Ceftriaxone mic,Cefixime mic,Azithromycin log mic,Ciprofloxacin log mic,Ceftriaxone log mic,Cefixime log mic,Azithromycin sr,Ciprofloxacin sr,Ceftriaxone sr,Cefixime sr
408,16853_2#3,2013.0,Spain,Europe,0.03,2.0,0.007,0.007,-5.058893689,1.0,-7.158429363,-7.158429363,0.0,1.0,0.0,0.0
409,16853_2#30,2013.0,Spain,Europe,0.12,0.007,0.03,0.06,-3.058893689,-7.158429363,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
410,16853_2#31,2013.0,Spain,Europe,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
411,16853_2#32,2013.0,Spain,Europe,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
412,16853_2#33,2013.0,Spain,Europe,0.5,0.007,0.015,0.03,-1.0,-7.158429363,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
413,16853_2#34,2013.0,Spain,Europe,0.25,0.007,0.015,0.03,-2.0,-7.158429363,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
414,16853_2#35,2013.0,Spain,Europe,0.5,0.015,0.06,0.06,-1.0,-6.058893689,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
415,16853_2#37,2013.0,Spain,Europe,0.25,0.015,0.007,0.015,-2.0,-6.058893689,-7.158429363,-6.058893689,0.0,0.0,0.0,0.0
416,16853_2#38,2013.0,Spain,Europe,0.25,8.0,0.007,0.015,-2.0,3.0,-7.158429363,-6.058893689,0.0,1.0,0.0,0.0
417,16853_2#39,2013.0,Spain,Europe,0.25,0.015,0.03,0.06,-2.0,-6.058893689,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
418,16853_2#4,2013.0,Spain,Europe,0.12,0.007,0.0015,0.007,-3.058893689,-7.158429363,-9.380821784,-7.158429363,0.0,0.0,0.0,0.0
419,16853_2#40,2013.0,Spain,Europe,0.25,8.0,0.06,0.06,-2.0,3.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
420,16853_2#41,2013.0,Spain,Europe,0.5,16.0,0.015,0.015,-1.0,4.0,-6.058893689,-6.058893689,0.0,1.0,0.0,0.0
421,16853_2#42,2013.0,Spain,Europe,0.5,8.0,0.007,0.015,-1.0,3.0,-7.158429363,-6.058893689,0.0,1.0,0.0,0.0
422,16853_2#43,2013.0,Spain,Europe,0.5,32.0,0.25,0.5,-1.0,5.0,-2.0,-1.0,0.0,1.0,0.0,0.0
423,16853_2#44,2013.0,Spain,Europe,0.5,32.0,0.12,0.12,-1.0,5.0,-3.058893689,-3.058893689,0.0,1.0,0.0,0.0
424,16853_2#45,2013.0,Spain,Europe,0.25,32.0,0.06,0.12,-2.0,5.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
425,16853_2#46,2013.0,Spain,Europe,1.0,0.012,0.023,0.008,0.0,-6.380821784,-5.442222329,-6.965784285,0.0,0.0,0.0,0.0
426,16853_2#47,2013.0,Spain,Europe,0.5,0.008,0.06,0.12,-1.0,-6.965784285,-4.058893689,-3.058893689,0.0,0.0,0.0,0.0
427,16853_2#48,2013.0,Spain,Europe,1.0,32.0,0.06,0.12,0.0,5.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
428,16853_2#49,2013.0,Spain,Europe,0.12,0.003,0.006,0.008,-3.058893689,-8.380821784,-7.380821784,-6.965784285,0.0,0.0,0.0,0.0
429,16853_2#5,2013.0,Spain,Europe,1.0,32.0,0.5,0.25,0.0,5.0,-1.0,-2.0,0.0,1.0,0.0,0.0
430,16853_2#50,2013.0,Spain,Europe,0.5,16.0,0.03,0.06,-1.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
440,16853_2#6,2013.0,Spain,Europe,0.12,0.007,0.0015,0.007,-3.058893689,-7.158429363,-9.380821784,-7.158429363,0.0,0.0,0.0,0.0
451,16853_2#7,2013.0,Spain,Europe,0.5,32.0,0.06,0.03,-1.0,5.0,-4.058893689,-5.058893689,0.0,1.0,0.0,0.0
472,16853_2#9,2013.0,Spain,Europe,0.25,0.007,0.003,0.007,-2.0,-7.158429363,-8.380821784,-7.158429363,0.0,0.0,0.0,0.0
480,16853_3#10,2013.0,Italy,Europe,0.016,32.0,0.047,0.023,-5.965784285,5.0,-4.411195433,-5.442222329,0.0,1.0,0.0,0.0
481,16853_3#18,2013.0,Italy,Europe,0.016,0.004,0.002,0.016,-5.965784285,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
482,16853_3#19,2013.0,Italy,Europe,0.094,0.004,0.002,0.016,-3.411195433,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
484,16853_3#21,2013.0,Italy,Europe,0.016,0.012,0.008,0.016,-5.965784285,-6.380821784,-6.965784285,-5.965784285,0.0,0.0,0.0,0.0
485,16853_3#22,2013.0,Italy,Europe,0.016,0.006,0.002,0.016,-5.965784285,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
486,16853_3#23,2013.0,Italy,Europe,0.016,0.006,0.002,0.016,-5.965784285,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
487,16853_3#24,2013.0,Italy,Europe,0.016,0.004,0.002,0.016,-5.965784285,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
488,16853_3#25,2013.0,Italy,Europe,0.016,0.004,0.002,0.016,-5.965784285,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
490,16853_3#32,2013.0,Italy,Europe,0.032,0.003,0.004,0.016,-4.965784285,-8.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
491,16853_3#33,2013.0,Italy,Europe,0.016,32.0,0.023,0.016,-5.965784285,5.0,-5.442222329,-5.965784285,0.0,1.0,0.0,0.0
492,16853_3#35,2013.0,Italy,Europe,0.016,32.0,0.023,0.023,-5.965784285,5.0,-5.442222329,-5.442222329,0.0,1.0,0.0,0.0
493,16853_3#37,2013.0,Italy,Europe,0.016,1.0,0.003,0.016,-5.965784285,0.0,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
494,16853_3#38,2013.0,Italy,Europe,0.125,32.0,0.023,0.023,-3.0,5.0,-5.442222329,-5.442222329,0.0,1.0,0.0,0.0
495,16853_3#39,2013.0,Italy,Europe,0.016,0.003,0.004,0.016,-5.965784285,-8.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
497,16853_3#49,2013.0,Italy,Europe,0.016,32.0,0.047,0.064,-5.965784285,5.0,-4.411195433,-3.965784285,0.0,1.0,0.0,0.0
499,16853_3#50,2013.0,Italy,Europe,0.016,1.0,0.002,0.016,-5.965784285,0.0,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
500,16853_3#51,2013.0,Italy,Europe,0.016,32.0,0.032,0.094,-5.965784285,5.0,-4.965784285,-3.411195433,0.0,1.0,0.0,0.0
501,16853_3#52,2013.0,Italy,Europe,0.016,0.002,0.002,0.016,-5.965784285,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
502,16853_3#53,2013.0,Italy,Europe,0.016,0.003,0.002,0.016,-5.965784285,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
503,16853_3#54,2013.0,Italy,Europe,0.016,0.008,0.016,0.016,-5.965784285,-6.965784285,-5.965784285,-5.965784285,0.0,0.0,0.0,0.0
504,16853_3#55,2013.0,Italy,Europe,0.125,12.0,0.032,0.023,-3.0,3.584962501,-4.965784285,-5.442222329,0.0,1.0,0.0,0.0
505,16853_3#56,2013.0,Italy,Europe,0.125,0.008,0.004,0.016,-3.0,-6.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
595,16933_2#25,2013.0,Hungary,Europe,0.094,0.003,0.002,0.016,-3.411195433,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
653,16933_2#85,2013.0,The Netherlands,Europe,0.016,0.003,0.004,0.016,-5.965784285,-8.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
654,16933_2#86,2013.0,The Netherlands,Europe,0.25,0.003,0.003,0.016,-2.0,-8.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
655,16933_2#87,2013.0,The Netherlands,Europe,0.016,0.002,0.002,0.016,-5.965784285,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
656,16933_2#88,2013.0,The Netherlands,Europe,0.125,32.0,0.032,0.023,-3.0,5.0,-4.965784285,-5.442222329,0.0,1.0,0.0,0.0
657,16933_2#89,2013.0,The Netherlands,Europe,0.38,0.012,0.016,0.016,-1.395928676,-6.380821784,-5.965784285,-5.965784285,0.0,0.0,0.0,0.0
659,16933_2#90,2013.0,The Netherlands,Europe,0.023,0.003,0.006,0.016,-5.442222329,-8.380821784,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
660,16933_2#91,2013.0,The Netherlands,Europe,0.064,4.0,0.032,0.023,-3.965784285,2.0,-4.965784285,-5.442222329,0.0,1.0,0.0,0.0
661,16933_2#92,2013.0,The Netherlands,Europe,0.19,3.0,0.006,0.016,-2.395928676,1.584962501,-7.380821784,-5.965784285,0.0,1.0,0.0,0.0
662,16933_2#93,2013.0,The Netherlands,Europe,0.125,1.5,0.006,0.016,-3.0,0.584962501,-7.380821784,-5.965784285,0.0,1.0,0.0,0.0
663,16933_3#1,2013.0,Belgium,Europe,0.125,1.0,0.008,0.015,-3.0,0.0,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
664,16933_3#10,2013.0,Belgium,Europe,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
665,16933_3#11,2013.0,Belgium,Europe,0.5,0.004,0.008,0.03,-1.0,-7.965784285,-6.965784285,-5.058893689,0.0,0.0,0.0,0.0
666,16933_3#12,2013.0,Belgium,Europe,0.125,0.004,0.004,0.008,-3.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
667,16933_3#13,2013.0,Belgium,Europe,0.125,0.004,0.004,0.008,-3.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
668,16933_3#14,2013.0,Belgium,Europe,0.5,8.0,0.004,0.008,-1.0,3.0,-7.965784285,-6.965784285,0.0,1.0,0.0,0.0
669,16933_3#15,2013.0,Belgium,Europe,0.25,2.0,0.004,0.008,-2.0,1.0,-7.965784285,-6.965784285,0.0,1.0,0.0,0.0
670,16933_3#16,2013.0,Belgium,Europe,0.06,0.004,0.001,0.004,-4.058893689,-7.965784285,-9.965784285,-7.965784285,0.0,0.0,0.0,0.0
671,16933_3#17,2013.0,Belgium,Europe,0.06,0.004,0.001,0.002,-4.058893689,-7.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
672,16933_3#18,2013.0,Belgium,Europe,0.125,0.004,0.004,0.008,-3.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
673,16933_3#19,2013.0,Belgium,Europe,0.06,4.0,0.008,0.015,-4.058893689,2.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
674,16933_3#2,2013.0,Belgium,Europe,0.06,1.0,0.004,0.008,-4.058893689,0.0,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
675,16933_3#20,2013.0,Belgium,Europe,0.25,8.0,0.06,0.125,-2.0,3.0,-4.058893689,-3.0,0.0,1.0,0.0,0.0
676,16933_3#21,2013.0,Belgium,Europe,0.5,0.004,0.004,0.015,-1.0,-7.965784285,-7.965784285,-6.058893689,0.0,0.0,0.0,0.0
677,16933_3#22,2013.0,Belgium,Europe,0.5,0.004,0.004,0.008,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
678,16933_3#23,2013.0,Belgium,Europe,0.25,8.0,0.03,0.125,-2.0,3.0,-5.058893689,-3.0,0.0,1.0,0.0,0.0
679,16933_3#24,2013.0,Belgium,Europe,0.125,0.004,0.001,0.002,-3.0,-7.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
680,16933_3#25,2013.0,Belgium,Europe,0.125,0.004,0.001,0.002,-3.0,-7.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
681,16933_3#26,2013.0,Belgium,Europe,0.25,8.0,0.03,0.03,-2.0,3.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
682,16933_3#27,2013.0,Belgium,Europe,0.25,16.0,0.03,0.03,-2.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
683,16933_3#28,2013.0,Belgium,Europe,0.25,2.0,0.004,0.008,-2.0,1.0,-7.965784285,-6.965784285,0.0,1.0,0.0,0.0
684,16933_3#29,2013.0,Belgium,Europe,0.25,0.004,0.001,0.004,-2.0,-7.965784285,-9.965784285,-7.965784285,0.0,0.0,0.0,0.0
685,16933_3#3,2013.0,Belgium,Europe,0.25,16.0,0.03,0.25,-2.0,4.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
686,16933_3#30,2013.0,Belgium,Europe,0.125,8.0,0.015,0.015,-3.0,3.0,-6.058893689,-6.058893689,0.0,1.0,0.0,0.0
687,16933_3#31,2013.0,Belgium,Europe,0.25,16.0,0.03,0.125,-2.0,4.0,-5.058893689,-3.0,0.0,1.0,0.0,0.0
688,16933_3#32,2013.0,Belgium,Europe,0.25,16.0,0.03,0.06,-2.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
689,16933_3#33,2013.0,Belgium,Europe,0.5,0.004,0.004,0.008,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
690,16933_3#34,2013.0,Belgium,Europe,0.5,0.004,0.015,0.03,-1.0,-7.965784285,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
691,16933_3#35,2013.0,Belgium,Europe,0.25,8.0,0.03,0.03,-2.0,3.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
692,16933_3#36,2013.0,Belgium,Europe,0.125,0.004,0.004,0.008,-3.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
693,16933_3#37,2013.0,Belgium,Europe,0.5,0.004,0.008,0.015,-1.0,-7.965784285,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
694,16933_3#38,2013.0,Belgium,Europe,0.125,0.002,0.015,0.06,-3.0,-8.965784285,-6.058893689,-4.058893689,0.0,0.0,0.0,0.0
695,16933_3#39,2013.0,Belgium,Europe,0.5,0.004,0.004,0.008,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
696,16933_3#4,2013.0,Belgium,Europe,0.5,0.004,0.008,0.03,-1.0,-7.965784285,-6.965784285,-5.058893689,0.0,0.0,0.0,0.0
697,16933_3#40,2013.0,Belgium,Europe,0.5,0.004,0.004,0.008,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
698,16933_3#41,2013.0,Belgium,Europe,0.25,2.0,0.008,0.015,-2.0,1.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
699,16933_3#42,2013.0,Belgium,Europe,0.5,16.0,0.03,0.125,-1.0,4.0,-5.058893689,-3.0,0.0,1.0,0.0,0.0
700,16933_3#43,2013.0,Belgium,Europe,0.5,4.0,0.008,0.008,-1.0,2.0,-6.965784285,-6.965784285,0.0,1.0,0.0,0.0
701,16933_3#44,2013.0,Greece,Europe,0.38,32.0,0.064,0.047,-1.395928676,5.0,-3.965784285,-4.411195433,0.0,1.0,0.0,0.0
702,16933_3#45,2013.0,Greece,Europe,0.25,32.0,0.032,0.19,-2.0,5.0,-4.965784285,-2.395928676,0.0,1.0,0.0,0.0
703,16933_3#46,2013.0,Greece,Europe,0.75,32.0,0.125,0.25,-0.415037499,5.0,-3.0,-2.0,0.0,1.0,0.0,0.0
704,16933_3#47,2013.0,Greece,Europe,0.38,32.0,0.032,0.016,-1.395928676,5.0,-4.965784285,-5.965784285,0.0,1.0,0.0,0.0
705,16933_3#48,2013.0,Greece,Europe,0.75,32.0,0.047,0.032,-0.415037499,5.0,-4.411195433,-4.965784285,0.0,1.0,0.0,0.0
706,16933_3#49,2013.0,Greece,Europe,0.25,32.0,0.023,0.023,-2.0,5.0,-5.442222329,-5.442222329,0.0,1.0,0.0,0.0
707,16933_3#5,2013.0,Belgium,Europe,0.25,0.004,0.002,0.008,-2.0,-7.965784285,-8.965784285,-6.965784285,0.0,0.0,0.0,0.0
708,16933_3#50,2013.0,Greece,Europe,0.5,32.0,0.047,0.047,-1.0,5.0,-4.411195433,-4.411195433,0.0,1.0,0.0,0.0
709,16933_3#51,2013.0,Greece,Europe,0.5,32.0,0.094,0.25,-1.0,5.0,-3.411195433,-2.0,0.0,1.0,0.0,0.0
710,16933_3#52,2013.0,Greece,Europe,0.38,32.0,0.125,0.094,-1.395928676,5.0,-3.0,-3.411195433,0.0,1.0,0.0,0.0
711,16933_3#53,2013.0,Greece,Europe,0.5,32.0,0.064,0.125,-1.0,5.0,-3.965784285,-3.0,0.0,1.0,0.0,0.0
712,16933_3#54,2013.0,Greece,Europe,0.064,32.0,0.016,0.023,-3.965784285,5.0,-5.965784285,-5.442222329,0.0,1.0,0.0,0.0
713,16933_3#55,2013.0,Greece,Europe,0.25,32.0,0.032,0.064,-2.0,5.0,-4.965784285,-3.965784285,0.0,1.0,0.0,0.0
714,16933_3#56,2013.0,Greece,Europe,0.38,0.006,0.004,0.016,-1.395928676,-7.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
715,16933_3#57,2013.0,Greece,Europe,0.5,32.0,0.064,0.064,-1.0,5.0,-3.965784285,-3.965784285,0.0,1.0,0.0,0.0
716,16933_3#58,2013.0,Greece,Europe,0.38,32.0,0.032,0.064,-1.395928676,5.0,-4.965784285,-3.965784285,0.0,1.0,0.0,0.0
717,16933_3#59,2013.0,Greece,Europe,1.0,32.0,0.064,0.19,0.0,5.0,-3.965784285,-2.395928676,0.0,1.0,0.0,0.0
718,16933_3#6,2013.0,Belgium,Europe,0.5,16.0,0.06,0.125,-1.0,4.0,-4.058893689,-3.0,0.0,1.0,0.0,0.0
719,16933_3#60,2013.0,Greece,Europe,0.75,32.0,0.094,0.38,-0.415037499,5.0,-3.411195433,-1.395928676,0.0,1.0,0.0,0.0
720,16933_3#61,2013.0,Greece,Europe,0.5,32.0,0.064,0.19,-1.0,5.0,-3.965784285,-2.395928676,0.0,1.0,0.0,0.0
721,16933_3#62,2013.0,Greece,Europe,0.032,4.0,0.012,0.064,-4.965784285,2.0,-6.380821784,-3.965784285,0.0,1.0,0.0,0.0
722,16933_3#63,2013.0,Greece,Europe,0.5,32.0,0.064,0.25,-1.0,5.0,-3.965784285,-2.0,0.0,1.0,0.0,0.0
723,16933_3#64,2013.0,Greece,Europe,0.19,0.006,0.003,0.016,-2.395928676,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
724,16933_3#65,2013.0,Greece,Europe,0.75,32.0,0.064,0.19,-0.415037499,5.0,-3.965784285,-2.395928676,0.0,1.0,0.0,0.0
725,16933_3#66,2013.0,Greece,Europe,0.5,32.0,0.047,0.047,-1.0,5.0,-4.411195433,-4.411195433,0.0,1.0,0.0,0.0
726,16933_3#67,2013.0,Greece,Europe,0.75,32.0,0.023,0.047,-0.415037499,5.0,-5.442222329,-4.411195433,0.0,1.0,0.0,0.0
727,16933_3#68,2013.0,Greece,Europe,0.5,32.0,0.047,0.125,-1.0,5.0,-4.411195433,-3.0,0.0,1.0,0.0,0.0
728,16933_3#69,2013.0,Greece,Europe,0.38,32.0,0.094,0.094,-1.395928676,5.0,-3.411195433,-3.411195433,0.0,1.0,0.0,0.0
729,16933_3#7,2013.0,Belgium,Europe,0.5,0.004,0.004,0.008,-1.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
730,16933_3#70,2013.0,Greece,Europe,0.75,32.0,0.094,0.25,-0.415037499,5.0,-3.411195433,-2.0,0.0,1.0,0.0,0.0
731,16933_3#71,2013.0,Greece,Europe,0.125,12.0,0.016,0.023,-3.0,3.584962501,-5.965784285,-5.442222329,0.0,1.0,0.0,0.0
732,16933_3#72,2013.0,Greece,Europe,0.38,32.0,0.023,0.032,-1.395928676,5.0,-5.442222329,-4.965784285,0.0,1.0,0.0,0.0
733,16933_3#73,2013.0,Greece,Europe,0.064,0.006,0.006,0.016,-3.965784285,-7.380821784,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
734,16933_3#74,2013.0,Greece,Europe,0.75,0.006,0.023,0.032,-0.415037499,-7.380821784,-5.442222329,-4.965784285,0.0,0.0,0.0,0.0
735,16933_3#75,2013.0,Greece,Europe,0.5,0.006,0.008,0.016,-1.0,-7.380821784,-6.965784285,-5.965784285,0.0,0.0,0.0,0.0
736,16933_3#76,2013.0,Greece,Europe,0.25,0.006,0.006,0.016,-2.0,-7.380821784,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
737,16933_3#77,2013.0,Sweden,Europe,0.125,6.0,0.008,0.016,-3.0,2.584962501,-6.965784285,-5.965784285,0.0,1.0,0.0,0.0
738,16933_3#78,2013.0,Sweden,Europe,0.125,6.0,0.008,0.016,-3.0,2.584962501,-6.965784285,-5.965784285,0.0,1.0,0.0,0.0
739,16933_3#79,2013.0,Denmark,Europe,0.25,0.003,0.002,0.016,-2.0,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
740,16933_3#8,2013.0,Belgium,Europe,0.5,8.0,0.004,0.008,-1.0,3.0,-7.965784285,-6.965784285,0.0,1.0,0.0,0.0
741,16933_3#80,2013.0,Denmark,Europe,0.032,3.0,0.002,0.016,-4.965784285,1.584962501,-8.965784285,-5.965784285,0.0,1.0,0.0,0.0
742,16933_3#81,2013.0,Denmark,Europe,0.25,0.003,0.003,0.016,-2.0,-8.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
743,16933_3#82,2013.0,Denmark,Europe,12.0,32.0,0.023,0.19,3.584962501,5.0,-5.442222329,-2.395928676,1.0,1.0,0.0,0.0
744,16933_3#83,2013.0,Denmark,Europe,0.38,32.0,0.064,0.38,-1.395928676,5.0,-3.965784285,-1.395928676,0.0,1.0,0.0,0.0
745,16933_3#84,2013.0,Denmark,Europe,8.0,32.0,0.016,0.25,3.0,5.0,-5.965784285,-2.0,1.0,1.0,0.0,0.0
746,16933_3#85,2013.0,Denmark,Europe,0.125,0.004,0.006,0.047,-3.0,-7.965784285,-7.380821784,-4.411195433,0.0,0.0,0.0,0.0
751,16933_3#9,2013.0,Belgium,Europe,0.125,0.004,0.008,0.008,-3.0,-7.965784285,-6.965784285,-6.965784285,0.0,0.0,0.0,0.0
752,16933_3#90,2013.0,Denmark,Europe,0.032,0.002,0.002,0.016,-4.965784285,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
753,16933_3#91,2013.0,Greece,Europe,0.25,0.008,0.008,0.016,-2.0,-6.965784285,-6.965784285,-5.965784285,0.0,0.0,0.0,0.0
754,16933_3#92,2013.0,Denmark,Europe,0.38,0.003,0.047,0.047,-1.395928676,-8.380821784,-4.411195433,-4.411195433,0.0,0.0,0.0,0.0
756,17059_3#70,2013.0,Italy,Europe,0.064,32.0,0.023,0.047,-3.965784285,5.0,-5.442222329,-4.411195433,0.0,1.0,0.0,0.0
778,17059_3#93,2013.0,Slovenia,Europe,0.064,0.003,0.006,0.016,-3.965784285,-8.380821784,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
779,17138_1#1,2013.0,Denmark,Europe,0.38,32.0,0.023,0.047,-1.395928676,5.0,-5.442222329,-4.411195433,0.0,1.0,0.0,0.0
780,17138_1#10,2013.0,Denmark,Europe,0.19,0.5,0.008,0.064,-2.395928676,-1.0,-6.965784285,-3.965784285,0.0,0.0,0.0,0.0
781,17138_1#11,2013.0,Denmark,Europe,0.38,32.0,0.032,0.064,-1.395928676,5.0,-4.965784285,-3.965784285,0.0,1.0,0.0,0.0
782,17138_1#12,2013.0,Denmark,Europe,0.032,6.0,0.006,0.016,-4.965784285,2.584962501,-7.380821784,-5.965784285,0.0,1.0,0.0,0.0
783,17138_1#13,2013.0,Denmark,Europe,0.25,0.003,0.002,0.016,-2.0,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
784,17138_1#14,2013.0,Denmark,Europe,0.047,3.0,0.004,0.002,-4.411195433,1.584962501,-7.965784285,-8.965784285,0.0,1.0,0.0,0.0
785,17138_1#15,2013.0,Denmark,Europe,0.38,0.004,0.002,0.016,-1.395928676,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
786,17138_1#16,2013.0,Denmark,Europe,0.25,0.003,0.002,0.016,-2.0,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
787,17138_1#17,2013.0,Denmark,Europe,0.5,0.004,0.002,0.016,-1.0,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
788,17138_1#18,2013.0,Denmark,Europe,0.064,0.003,0.002,0.016,-3.965784285,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
789,17138_1#19,2013.0,Denmark,Europe,0.094,32.0,0.012,0.016,-3.411195433,5.0,-6.380821784,-5.965784285,0.0,1.0,0.0,0.0
790,17138_1#2,2013.0,Denmark,Europe,0.064,0.003,0.003,0.047,-3.965784285,-8.380821784,-8.380821784,-4.411195433,0.0,0.0,0.0,0.0
791,17138_1#20,2013.0,Denmark,Europe,0.5,32.0,0.032,0.032,-1.0,5.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
792,17138_1#21,2013.0,Denmark,Europe,0.25,0.004,0.002,0.016,-2.0,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
793,17138_1#22,2013.0,Denmark,Europe,0.5,32.0,0.016,0.064,-1.0,5.0,-5.965784285,-3.965784285,0.0,1.0,0.0,0.0
794,17138_1#23,2013.0,Denmark,Europe,0.5,32.0,0.023,0.094,-1.0,5.0,-5.442222329,-3.411195433,0.0,1.0,0.0,0.0
795,17138_1#24,2013.0,Denmark,Europe,0.023,0.75,0.003,0.016,-5.442222329,-0.415037499,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
796,17138_1#25,2013.0,Denmark,Europe,0.25,0.004,0.002,0.016,-2.0,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
797,17138_1#26,2013.0,Denmark,Europe,8.0,32.0,0.016,0.032,3.0,5.0,-5.965784285,-4.965784285,1.0,1.0,0.0,0.0
798,17138_1#27,2013.0,Denmark,Europe,0.38,0.003,0.002,0.016,-1.395928676,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
799,17138_1#28,2013.0,Denmark,Europe,0.38,16.0,0.002,0.094,-1.395928676,4.0,-8.965784285,-3.411195433,0.0,1.0,0.0,0.0
800,17138_1#29,2013.0,Denmark,Europe,0.25,0.003,0.002,0.016,-2.0,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
801,17138_1#3,2013.0,Denmark,Europe,0.094,0.004,0.006,0.094,-3.411195433,-7.965784285,-7.380821784,-3.411195433,0.0,0.0,0.0,0.0
802,17138_1#30,2013.0,Denmark,Europe,0.5,0.008,0.004,0.016,-1.0,-6.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
803,17138_1#31,2013.0,Denmark,Europe,0.125,0.006,0.003,0.016,-3.0,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
